City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
449,pierre,US,64.99,44.37,-100.35,Ramkota Hotel
450,male,MV,84.2,4.17,73.51,Hotel Octave Maldives
451,pampierstad,ZA,41.9,-27.78,24.69,BAROLONG METHODIST CHURCH
452,ostrovnoy,RU,48.58,68.05,39.51,
453,nueva guinea,NI,73.87,11.69,-84.46,Posadita La Reyna
454,alannay,PH,92.44,18.06,121.58,Alvarez Residences
455,kununurra,AU,82.4,-15.77,128.73,Hotel Kununurra
456,verkhnevilyuysk,RU,79.23,63.45,120.32,Gostinitsa Mila
457,oussouye,SN,82.4,12.48,-16.55,Auberge du Routard
458,albania,AL,60.8,41.0,20.0,Bora Homestay
459,ambilobe,MG,73.24,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
460,bukama,CD,57.97,-9.2,25.85,
461,mombetsu,JP,55.4,44.35,143.35,Okhotsk Palace Hotel
462,saint-louis,SN,84.2,16.33,-15.0,
463,starosubkhangulovo,RU,56.71,53.1,57.44,"Gostinichnyy Kompleks ""Yulbars"""
464,hasaki,JP,68.0,35.73,140.83,Inubosaki Kanko Hotel
465,palmer,US,77.0,42.16,-72.33,Wedgewood Motel
467,millbrook,US,78.8,32.48,-86.36,Courtyard by Marriott Montgomery Prattville
468,san policarpo,PH,85.87,12.18,125.51,Zal-Ann Beach Resort
472,isabela,PH,87.8,6.71,121.97,Isawad Resort
474,simao,CN,76.19,22.79,100.97,Changyu Hotel
476,guerrero negro,MX,62.71,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
477,hovd,MN,48.67,48.01,91.64,Hotel Khovd
478,neryungri,RU,66.4,56.67,124.65,Pyat' Zvozd
479,urumqi,CN,68.0,43.8,87.6,Hua Ling Grand Hotel Urumqi
480,maragogi,BR,75.45,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
481,pangoa,PE,68.9,-12.12,-73.0,
482,los llanos de aridane,ES,69.8,28.66,-17.92,Valle Aridane
483,vagamo,NO,56.59,61.88,9.1,Vågå hotel
484,orebro,SE,57.2,59.27,15.21,Clarion Hotel Örebro
485,killybegs,IE,51.01,54.63,-8.45,Tara Hotel
486,kuvandyk,RU,61.25,51.48,57.36,Hotel Kamenka
487,narsaq,GL,50.0,60.92,-46.05,Hotel Narsaq
488,zverinogolovskoye,RU,56.68,54.46,64.85,
489,semey,KZ,68.0,50.41,80.23,Hotel Zhana-Tau
490,newport beach,US,66.99,33.62,-117.93,Holiday Inn Express Newport Beach
491,irbil,IQ,69.8,36.19,44.01,Erbil International Hotel
492,kirksville,US,73.99,40.19,-92.58,Budget Host-Village Inn
493,muli,MV,83.64,2.92,73.57,Medhufushi Island Resort
494,buin,CL,44.6,-33.73,-70.75,Paihuen
495,awjilah,LY,65.35,29.11,21.29,
497,priargunsk,RU,71.64,50.37,119.1,
498,leshukonskoye,RU,54.12,64.9,45.76,Gostinitsa Mup Zhkkh
499,ruidoso,US,73.4,33.33,-105.67,Inn of the Mountain Gods
500,cassilandia,BR,64.94,-19.11,-51.73,Hotel Rafa Cassilândia
501,huarmey,PE,61.56,-10.07,-78.15,Hotel Miramar
502,ulaangom,MN,55.29,49.98,92.07,Achit Nuur Hotel & Restaurant
503,marzuq,YE,86.81,14.4,46.47,
504,guanica,PR,84.99,17.97,-66.91,Copamarina Beach Resort & Spa
505,meadow lake,US,87.8,34.8,-106.54,JKL Inc. R.V Park and Storage
507,hongjiang,CN,89.89,27.11,110.0,洪江大酒店
508,bilibino,RU,80.87,68.05,166.44,Gostinitsa Severyanka
509,mantua,IT,63.0,45.17,10.78,Hotel la Favorita
510,yaan,NG,69.46,7.38,8.57,
511,berdigestyakh,RU,73.24,62.1,126.7,
512,iquitos,PE,72.21,-3.75,-73.25,Cortez Malaga Techy Caroly
513,san quintin,MX,63.72,30.48,-115.95,Old Mill Hotel
514,kintampo,GH,69.84,8.06,-1.73,Adomaa Memorial Hotel
516,sokolo,ML,90.54,14.73,-6.12,
517,rognan,NO,64.0,67.1,15.39,Rognan Hotell
518,nizwa,OM,92.73,22.93,57.53,Orient Apartments
519,verkhoyansk,RU,89.38,67.54,133.38,
520,drabiv,UA,67.68,49.96,32.15,Sadyba Orkhideya - Ozdovovcho-Rekreatsiynyy Kompleks
521,zhanaozen,KZ,84.99,43.3,52.8,K.korabay 28A
522,port macquarie,AU,64.99,-31.43,152.92,Rydges Port Macquarie
523,lazaro cardenas,MX,81.7,17.96,-102.2,Hotel Quinta Antigua
524,varca,IN,78.8,15.22,73.92,"Taj Exotica Resort & Spa, Goa"
526,severo-kurilsk,RU,50.11,50.68,156.12,Kak Doma
527,karratha,AU,80.13,-20.74,116.85,ibis Styles Karratha
528,warrington,GB,51.8,53.39,-2.58,Villaggio Hotel
530,raudeberg,NO,57.99,61.99,5.14,Nordre Silda.
532,ibb,YE,72.52,13.97,44.18,فندق بابل السياحي
533,trincomalee,LK,86.54,8.57,81.23,Welcombe Hotel
535,charters towers,AU,74.68,-20.1,146.27,Cattleman's Rest Motor Inn
536,korla,CN,80.22,41.76,86.15,Gulisitan Hotel
537,poum,NC,73.08,-20.23,164.02,Gîte kajeon
539,la rioja,ES,60.8,42.25,-2.5,Casa Concejos
540,catuday,PH,85.41,16.29,119.81,GResort
541,nouadhibou,MR,73.4,20.93,-17.03,El Medina
542,tazovskiy,RU,51.82,67.47,78.7,TazHostel
545,doha,QA,93.2,25.29,51.53,Movenpick Hotel Doha
546,mount gambier,AU,51.8,-37.83,140.77,Southgate Motel
547,basco,PH,85.39,20.45,121.97,Nathaniel's Lodge
548,koslan,RU,49.71,63.46,48.9,
549,houma,US,80.01,29.6,-90.72,Courtyard by Marriott Houma
550,belaya gora,RU,93.69,68.53,146.42,
551,half moon bay,US,63.0,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
552,columbus,US,72.0,39.96,-83.0,DoubleTree Suites by Hilton Hotel Columbus Downtown
554,batagay-alyta,RU,83.01,67.8,130.41,
555,ylivieska,FI,61.0,64.08,24.55,hotel Käenpesä
556,porto novo,BJ,80.6,6.5,2.6,Tour Eiffel Hotel Benin
558,chimbote,PE,61.92,-9.09,-78.58,Hotel Briliá
560,visnes,NO,59.0,59.36,5.22,Park Inn Haugesund Airport
561,makat,KZ,79.2,47.65,53.35,Gostinitsa Daulet
562,rusape,ZW,44.83,-18.53,32.13,Surrey Lodge
563,xingcheng,CN,79.14,40.62,120.72,New Century Hotel
565,yazykovo,RU,51.66,55.22,56.14,Children's camp
